tripid,loc_from,searches,searches_got_estimate,searches_for_quotes,searches_got_quotes,customer_not_cancelled,driver_not_cancelled,otp_entered,end_ride
1625,37,1,1,0,0,0,0,0,0
1626,4,1,1,0,0,0,0,0,0
1627,34,1,1,0,0,0,0,0,0
1628,36,1,1,0,0,0,0,0,0
1629,22,1,1,0,0,0,0,0,0
1630,12,1,1,0,0,0,0,0,0
1631,7,1,1,0,0,0,0,0,0
1632,27,1,1,0,0,0,0,0,0
1633,3,1,1,0,0,0,0,0,0
1634,10,1,1,0,0,0,0,0,0
1635,24,1,1,0,0,0,0,0,0
1636,10,1,1,0,0,0,0,0,0
1637,23,1,1,0,0,0,0,0,0
1638,5,1,1,0,0,0,0,0,0
1639,11,1,1,0,0,0,0,0,0
1640,25,1,1,0,0,0,0,0,0
1641,5,1,1,0,0,0,0,0,0
1642,28,1,1,0,0,0,0,0,0
1643,4,1,1,0,0,0,0,0,0
1644,35,1,1,0,0,0,0,0,0
1645,3,1,1,0,0,0,0,0,0
1646,16,1,1,0,0,0,0,0,0
1647,21,1,1,0,0,0,0,0,0
1648,35,1,1,0,0,0,0,0,0
1649,9,1,1,0,0,0,0,0,0
1650,37,1,1,0,0,0,0,0,0
1651,2,1,1,0,0,0,0,0,0
1652,4,1,1,0,0,0,0,0,0
1653,2,1,1,0,0,0,0,0,0
1654,23,1,1,0,0,0,0,0,0
1655,15,1,1,0,0,0,0,0,0
1656,23,1,1,0,0,0,0,0,0
1657,35,1,1,0,0,0,0,0,0
1658,12,1,1,0,0,0,0,0,0
1659,5,1,1,0,0,0,0,0,0
1660,15,1,1,0,0,0,0,0,0
1661,8,1,1,0,0,0,0,0,0
1662,24,1,1,0,0,0,0,0,0
1663,12,1,1,0,0,0,0,0,0
1664,13,1,1,0,0,0,0,0,0
1665,15,1,1,0,0,0,0,0,0
1666,21,1,1,0,0,0,0,0,0
1667,5,1,1,0,0,0,0,0,0
1668,12,1,1,0,0,0,0,0,0
1669,20,1,1,0,0,0,0,0,0
1670,8,1,1,0,0,0,0,0,0
1671,15,1,1,0,0,0,0,0,0
1672,2,1,1,0,0,0,0,0,0
1673,1,1,1,0,0,0,0,0,0
1674,10,1,1,0,0,0,0,0,0
1675,37,1,1,0,0,0,0,0,0
1676,24,1,1,0,0,0,0,0,0
1677,8,1,1,0,0,0,0,0,0
1678,22,1,1,0,0,0,0,0,0
1679,30,1,1,0,0,0,0,0,0
1680,4,1,1,0,0,0,0,0,0
1681,18,1,1,0,0,0,0,0,0
1682,19,1,1,0,0,0,0,0,0
1683,17,1,1,0,0,0,0,0,0
1684,18,1,1,0,0,0,0,0,0
1685,11,1,1,0,0,0,0,0,0
1686,23,1,1,0,0,0,0,0,0
1687,20,1,1,0,0,0,0,0,0
1688,33,1,1,0,0,0,0,0,0
1689,3,1,1,0,0,0,0,0,0
1690,22,1,1,0,0,0,0,0,0
1691,14,1,1,0,0,0,0,0,0
1692,12,1,1,0,0,0,0,0,0
1693,7,1,1,0,0,0,0,0,0
1694,33,1,1,0,0,0,0,0,0
1695,27,1,1,0,0,0,0,0,0
1696,12,1,1,0,0,0,0,0,0
1697,9,1,1,0,0,0,0,0,0
1698,7,1,1,0,0,0,0,0,0
1699,8,1,1,0,0,0,0,0,0
1700,36,1,1,0,0,0,0,0,0
1701,12,1,1,0,0,0,0,0,0
1702,9,1,1,0,0,0,0,0,0
1703,29,1,1,0,0,0,0,0,0
1704,11,1,1,0,0,0,0,0,0
1705,20,1,1,0,0,0,0,0,0
1706,34,1,1,0,0,0,0,0,0
1707,9,1,1,0,0,0,0,0,0
1708,15,1,1,0,0,0,0,0,0
1709,24,1,1,0,0,0,0,0,0
1710,7,1,1,0,0,0,0,0,0
1711,35,1,1,0,0,0,0,0,0
1712,9,1,1,0,0,0,0,0,0
1713,32,1,1,0,0,0,0,0,0
1714,21,1,1,0,0,0,0,0,0
1715,8,1,1,0,0,0,0,0,0
1716,17,1,1,0,0,0,0,0,0
1717,34,1,1,0,0,0,0,0,0
1718,18,1,1,0,0,0,0,0,0
1719,31,1,1,0,0,0,0,0,0
1720,31,1,1,0,0,0,0,0,0
1721,37,1,1,0,0,0,0,0,0
1722,26,1,1,0,0,0,0,0,0
1723,25,1,1,0,0,0,0,0,0
1724,37,1,1,0,0,0,0,0,0
1725,19,1,1,0,0,0,0,0,0
1726,11,1,1,0,0,0,0,0,0
1727,19,1,1,0,0,0,0,0,0
1728,4,1,1,0,0,0,0,0,0
1729,24,1,1,0,0,0,0,0,0
1730,12,1,1,0,0,0,0,0,0
1731,18,1,1,0,0,0,0,0,0
1732,5,1,1,0,0,0,0,0,0
1733,14,1,1,0,0,0,0,0,0
1734,29,1,1,0,0,0,0,0,0
1735,13,1,1,0,0,0,0,0,0
1736,4,1,1,0,0,0,0,0,0
1737,27,1,1,0,0,0,0,0,0
1738,9,1,1,0,0,0,0,0,0
1739,25,1,1,0,0,0,0,0,0
1740,6,1,1,0,0,0,0,0,0
1741,33,1,1,0,0,0,0,0,0
1742,7,1,1,0,0,0,0,0,0
1743,28,1,1,0,0,0,0,0,0
1744,12,1,1,0,0,0,0,0,0
1745,16,1,1,0,0,0,0,0,0
1746,8,1,1,0,0,0,0,0,0
1747,16,1,1,0,0,0,0,0,0
1748,2,1,1,0,0,0,0,0,0
1749,29,1,1,0,0,0,0,0,0
1750,14,1,1,0,0,0,0,0,0
1751,12,1,1,0,0,0,0,0,0
1752,33,1,1,0,0,0,0,0,0
1753,37,1,1,0,0,0,0,0,0
1754,24,1,1,0,0,0,0,0,0
1755,26,1,1,0,0,0,0,0,0
1756,16,1,1,0,0,0,0,0,0
1757,7,1,1,0,0,0,0,0,0
1758,31,1,1,0,0,0,0,0,0
1759,30,1,0,0,0,0,0,0,0
1760,33,1,0,0,0,0,0,0,0
1761,26,1,0,0,0,0,0,0,0
1762,28,1,0,0,0,0,0,0,0
1763,2,1,0,0,0,0,0,0,0
1764,10,1,0,0,0,0,0,0,0
1765,5,1,0,0,0,0,0,0,0
1766,5,1,0,0,0,0,0,0,0
1767,31,1,0,0,0,0,0,0,0
1768,14,1,0,0,0,0,0,0,0
1769,12,1,0,0,0,0,0,0,0
1770,5,1,0,0,0,0,0,0,0
1771,22,1,0,0,0,0,0,0,0
1772,14,1,0,0,0,0,0,0,0
1773,17,1,0,0,0,0,0,0,0
1774,6,1,0,0,0,0,0,0,0
1775,29,1,0,0,0,0,0,0,0
1776,10,1,0,0,0,0,0,0,0
1777,29,1,0,0,0,0,0,0,0
1778,31,1,0,0,0,0,0,0,0
1779,3,1,0,0,0,0,0,0,0
1780,11,1,0,0,0,0,0,0,0
1781,1,1,0,0,0,0,0,0,0
1782,35,1,0,0,0,0,0,0,0
1783,14,1,0,0,0,0,0,0,0
1784,35,1,0,0,0,0,0,0,0
1785,13,1,0,0,0,0,0,0,0
1786,29,1,0,0,0,0,0,0,0
1787,4,1,0,0,0,0,0,0,0
1788,12,1,0,0,0,0,0,0,0
1789,36,1,0,0,0,0,0,0,0
1790,21,1,0,0,0,0,0,0,0
1791,13,1,0,0,0,0,0,0,0
1792,19,1,0,0,0,0,0,0,0
1793,26,1,0,0,0,0,0,0,0
1794,20,1,0,0,0,0,0,0,0
1795,25,1,0,0,0,0,0,0,0
1796,34,1,0,0,0,0,0,0,0
1797,2,1,0,0,0,0,0,0,0
1798,19,1,0,0,0,0,0,0,0
1799,34,1,0,0,0,0,0,0,0
1800,15,1,0,0,0,0,0,0,0
1801,14,1,0,0,0,0,0,0,0
1802,5,1,0,0,0,0,0,0,0
1803,33,1,0,0,0,0,0,0,0
1804,31,1,0,0,0,0,0,0,0
1805,1,1,0,0,0,0,0,0,0
1806,35,1,0,0,0,0,0,0,0
1807,21,1,0,0,0,0,0,0,0
1808,1,1,0,0,0,0,0,0,0
1809,31,1,0,0,0,0,0,0,0
1810,26,1,0,0,0,0,0,0,0
1811,18,1,0,0,0,0,0,0,0
1812,12,1,0,0,0,0,0,0,0
1813,1,1,0,0,0,0,0,0,0
1814,21,1,0,0,0,0,0,0,0
1815,3,1,0,0,0,0,0,0,0
1816,14,1,0,0,0,0,0,0,0
1817,14,1,0,0,0,0,0,0,0
1818,19,1,0,0,0,0,0,0,0
1819,31,1,0,0,0,0,0,0,0
1820,31,1,0,0,0,0,0,0,0
1821,19,1,0,0,0,0,0,0,0
1822,24,1,0,0,0,0,0,0,0
1823,11,1,0,0,0,0,0,0,0
1824,4,1,0,0,0,0,0,0,0
1825,31,1,0,0,0,0,0,0,0
1826,12,1,0,0,0,0,0,0,0
1827,25,1,0,0,0,0,0,0,0
1828,18,1,0,0,0,0,0,0,0
1829,10,1,0,0,0,0,0,0,0
1830,13,1,0,0,0,0,0,0,0
1831,22,1,0,0,0,0,0,0,0
1832,20,1,0,0,0,0,0,0,0
1833,20,1,0,0,0,0,0,0,0
1834,28,1,0,0,0,0,0,0,0
1835,17,1,0,0,0,0,0,0,0
1836,4,1,0,0,0,0,0,0,0
1837,4,1,0,0,0,0,0,0,0
1838,18,1,0,0,0,0,0,0,0
1839,32,1,0,0,0,0,0,0,0
1840,33,1,0,0,0,0,0,0,0
1841,34,1,0,0,0,0,0,0,0
1842,34,1,0,0,0,0,0,0,0
1843,13,1,0,0,0,0,0,0,0
1844,33,1,0,0,0,0,0,0,0
1845,17,1,0,0,0,0,0,0,0
1846,9,1,0,0,0,0,0,0,0
1847,23,1,0,0,0,0,0,0,0
1848,16,1,0,0,0,0,0,0,0
1849,16,1,0,0,0,0,0,0,0
1850,26,1,0,0,0,0,0,0,0
1851,21,1,0,0,0,0,0,0,0
1852,34,1,0,0,0,0,0,0,0
1853,19,1,0,0,0,0,0,0,0
1854,1,1,0,0,0,0,0,0,0
1855,31,1,0,0,0,0,0,0,0
1856,20,1,0,0,0,0,0,0,0
1857,13,1,0,0,0,0,0,0,0
1858,3,1,0,0,0,0,0,0,0
1859,11,1,0,0,0,0,0,0,0
1860,33,1,0,0,0,0,0,0,0
1861,35,1,0,0,0,0,0,0,0
1862,11,1,0,0,0,0,0,0,0
1863,33,1,0,0,0,0,0,0,0
1864,23,1,0,0,0,0,0,0,0
1865,1,1,0,0,0,0,0,0,0
1866,33,1,0,0,0,0,0,0,0
1867,15,1,0,0,0,0,0,0,0
1868,8,1,0,0,0,0,0,0,0
1869,9,1,0,0,0,0,0,0,0
1870,24,1,0,0,0,0,0,0,0
1871,7,1,0,0,0,0,0,0,0
1872,5,1,0,0,0,0,0,0,0
1873,16,1,0,0,0,0,0,0,0
1874,26,1,0,0,0,0,0,0,0
1875,27,1,0,0,0,0,0,0,0
1876,9,1,0,0,0,0,0,0,0
1877,9,1,0,0,0,0,0,0,0
1878,16,1,0,0,0,0,0,0,0
1879,1,1,0,0,0,0,0,0,0
1880,22,1,0,0,0,0,0,0,0
1881,26,1,0,0,0,0,0,0,0
1882,37,1,0,0,0,0,0,0,0
1883,2,1,0,0,0,0,0,0,0
1884,27,1,0,0,0,0,0,0,0
1885,27,1,0,0,0,0,0,0,0
1886,1,1,0,0,0,0,0,0,0
1887,18,1,0,0,0,0,0,0,0
1888,23,1,0,0,0,0,0,0,0
1889,29,1,0,0,0,0,0,0,0
1890,7,1,0,0,0,0,0,0,0
1891,27,1,0,0,0,0,0,0,0
1892,9,1,0,0,0,0,0,0,0
1893,32,1,0,0,0,0,0,0,0
1894,25,1,0,0,0,0,0,0,0
1895,34,1,0,0,0,0,0,0,0
1896,15,1,0,0,0,0,0,0,0
1897,13,1,0,0,0,0,0,0,0
1898,9,1,0,0,0,0,0,0,0
1899,20,1,0,0,0,0,0,0,0
1900,30,1,0,0,0,0,0,0,0
1901,25,1,0,0,0,0,0,0,0
1902,23,1,0,0,0,0,0,0,0
1903,9,1,0,0,0,0,0,0,0
1904,4,1,0,0,0,0,0,0,0
1905,20,1,0,0,0,0,0,0,0
1906,13,1,0,0,0,0,0,0,0
1907,4,1,0,0,0,0,0,0,0
1908,13,1,0,0,0,0,0,0,0
1909,27,1,0,0,0,0,0,0,0
1910,25,1,0,0,0,0,0,0,0
1911,26,1,0,0,0,0,0,0,0
1912,30,1,0,0,0,0,0,0,0
1913,22,1,0,0,0,0,0,0,0
1914,22,1,0,0,0,0,0,0,0
1915,32,1,0,0,0,0,0,0,0
1916,17,1,0,0,0,0,0,0,0
1917,26,1,0,0,0,0,0,0,0
1918,30,1,0,0,0,0,0,0,0
1919,10,1,0,0,0,0,0,0,0
1920,34,1,0,0,0,0,0,0,0
1921,1,1,0,0,0,0,0,0,0
1922,26,1,0,0,0,0,0,0,0
1923,24,1,0,0,0,0,0,0,0
1924,14,1,0,0,0,0,0,0,0
1925,7,1,0,0,0,0,0,0,0
1926,8,1,0,0,0,0,0,0,0
1927,27,1,0,0,0,0,0,0,0
1928,34,1,0,0,0,0,0,0,0
1929,4,1,0,0,0,0,0,0,0
1930,3,1,0,0,0,0,0,0,0
1931,31,1,0,0,0,0,0,0,0
1932,20,1,0,0,0,0,0,0,0
1933,10,1,0,0,0,0,0,0,0
1934,1,1,0,0,0,0,0,0,0
1935,30,1,0,0,0,0,0,0,0
1936,6,1,0,0,0,0,0,0,0
1937,21,1,0,0,0,0,0,0,0
1938,29,1,0,0,0,0,0,0,0
1939,36,1,0,0,0,0,0,0,0
1940,10,1,0,0,0,0,0,0,0
1941,36,1,0,0,0,0,0,0,0
1942,30,1,0,0,0,0,0,0,0
1943,36,1,0,0,0,0,0,0,0
1944,15,1,0,0,0,0,0,0,0
1945,21,1,0,0,0,0,0,0,0
1946,27,1,0,0,0,0,0,0,0
1947,23,1,0,0,0,0,0,0,0
1948,15,1,0,0,0,0,0,0,0
1949,13,1,0,0,0,0,0,0,0
1950,24,1,0,0,0,0,0,0,0
1951,32,1,0,0,0,0,0,0,0
1952,27,1,0,0,0,0,0,0,0
1953,18,1,0,0,0,0,0,0,0
1954,1,1,0,0,0,0,0,0,0
1955,16,1,0,0,0,0,0,0,0
1956,19,1,0,0,0,0,0,0,0
1957,20,1,0,0,0,0,0,0,0
1958,4,1,0,0,0,0,0,0,0
1959,20,1,0,0,0,0,0,0,0
1960,15,1,0,0,0,0,0,0,0
1961,1,1,0,0,0,0,0,0,0
1962,24,1,0,0,0,0,0,0,0
1963,22,1,0,0,0,0,0,0,0
1964,35,1,0,0,0,0,0,0,0
1965,35,1,0,0,0,0,0,0,0
1966,11,1,0,0,0,0,0,0,0
1967,24,1,0,0,0,0,0,0,0
1968,15,1,0,0,0,0,0,0,0
1969,34,1,0,0,0,0,0,0,0
1970,7,1,0,0,0,0,0,0,0
1971,33,1,0,0,0,0,0,0,0
1972,16,1,0,0,0,0,0,0,0
1973,32,1,0,0,0,0,0,0,0
1974,18,1,0,0,0,0,0,0,0
1975,15,1,0,0,0,0,0,0,0
1976,19,1,0,0,0,0,0,0,0
1977,32,1,0,0,0,0,0,0,0
1978,25,1,0,0,0,0,0,0,0
1979,35,1,0,0,0,0,0,0,0
1980,2,1,0,0,0,0,0,0,0
1981,27,1,0,0,0,0,0,0,0
1982,2,1,0,0,0,0,0,0,0
1983,24,1,0,0,0,0,0,0,0
1984,22,1,0,0,0,0,0,0,0
1985,3,1,0,0,0,0,0,0,0
1986,20,1,0,0,0,0,0,0,0
1987,34,1,0,0,0,0,0,0,0
1988,16,1,0,0,0,0,0,0,0
1989,11,1,0,0,0,0,0,0,0
1990,17,1,0,0,0,0,0,0,0
1991,19,1,0,0,0,0,0,0,0
1992,24,1,0,0,0,0,0,0,0
1993,35,1,0,0,0,0,0,0,0
1994,33,1,0,0,0,0,0,0,0
1995,18,1,0,0,0,0,0,0,0
1996,33,1,0,0,0,0,0,0,0
1997,6,1,0,0,0,0,0,0,0
1998,17,1,0,0,0,0,0,0,0
1999,13,1,0,0,0,0,0,0,0
2000,29,1,0,0,0,0,0,0,0
2001,19,1,0,0,0,0,0,0,0
2002,2,1,0,0,0,0,0,0,0
2003,8,1,0,0,0,0,0,0,0
2004,9,1,0,0,0,0,0,0,0
2005,13,1,0,0,0,0,0,0,0
2006,1,1,0,0,0,0,0,0,0
2007,7,1,0,0,0,0,0,0,0
2008,20,1,0,0,0,0,0,0,0
2009,9,1,0,0,0,0,0,0,0
2010,25,1,0,0,0,0,0,0,0
2011,2,1,0,0,0,0,0,0,0
2012,22,1,0,0,0,0,0,0,0
2013,13,1,0,0,0,0,0,0,0
2014,12,1,0,0,0,0,0,0,0
2015,17,1,0,0,0,0,0,0,0
2016,6,1,0,0,0,0,0,0,0
2017,18,1,0,0,0,0,0,0,0
2018,36,1,0,0,0,0,0,0,0
2019,31,1,0,0,0,0,0,0,0
2020,9,1,0,0,0,0,0,0,0
2021,14,1,0,0,0,0,0,0,0
2022,6,1,0,0,0,0,0,0,0
2023,4,1,0,0,0,0,0,0,0
2024,21,1,0,0,0,0,0,0,0
2025,30,1,0,0,0,0,0,0,0
2026,19,1,0,0,0,0,0,0,0
2027,25,1,0,0,0,0,0,0,0
2028,14,1,0,0,0,0,0,0,0
2029,15,1,0,0,0,0,0,0,0
2030,1,1,0,0,0,0,0,0,0
2031,1,1,0,0,0,0,0,0,0
2032,24,1,0,0,0,0,0,0,0
2033,14,1,0,0,0,0,0,0,0
2034,34,1,0,0,0,0,0,0,0
2035,9,1,0,0,0,0,0,0,0
2036,5,1,0,0,0,0,0,0,0
2037,11,1,0,0,0,0,0,0,0
2038,34,1,0,0,0,0,0,0,0
2039,36,1,0,0,0,0,0,0,0
2040,33,1,0,0,0,0,0,0,0
2041,36,1,0,0,0,0,0,0,0
2042,12,1,0,0,0,0,0,0,0
2043,18,1,0,0,0,0,0,0,0
2044,13,1,0,0,0,0,0,0,0
2045,25,1,0,0,0,0,0,0,0
2046,2,1,0,0,0,0,0,0,0
2047,28,1,0,0,0,0,0,0,0
2048,8,1,0,0,0,0,0,0,0
2049,35,1,0,0,0,0,0,0,0
2050,37,1,0,0,0,0,0,0,0
2051,31,1,0,0,0,0,0,0,0
2052,19,1,0,0,0,0,0,0,0
2053,10,1,0,0,0,0,0,0,0
2054,32,1,0,0,0,0,0,0,0
2055,23,1,0,0,0,0,0,0,0
2056,5,1,0,0,0,0,0,0,0
2057,14,1,0,0,0,0,0,0,0
2058,22,1,0,0,0,0,0,0,0
2059,16,1,0,0,0,0,0,0,0
2060,2,1,0,0,0,0,0,0,0
2061,30,1,0,0,0,0,0,0,0
2062,14,1,0,0,0,0,0,0,0
2063,4,1,0,0,0,0,0,0,0
2064,1,1,0,0,0,0,0,0,0
2065,23,1,0,0,0,0,0,0,0
2066,37,1,0,0,0,0,0,0,0
2067,18,1,0,0,0,0,0,0,0
2068,27,1,0,0,0,0,0,0,0
2069,34,1,0,0,0,0,0,0,0
2070,29,1,0,0,0,0,0,0,0
2071,24,1,0,0,0,0,0,0,0
2072,14,1,0,0,0,0,0,0,0
2073,28,1,0,0,0,0,0,0,0
2074,36,1,0,0,0,0,0,0,0
2075,14,1,0,0,0,0,0,0,0
2076,19,1,0,0,0,0,0,0,0
2077,1,1,0,0,0,0,0,0,0
2078,16,1,0,0,0,0,0,0,0
2079,32,1,0,0,0,0,0,0,0
2080,2,1,0,0,0,0,0,0,0
2081,3,1,0,0,0,0,0,0,0
2082,28,1,0,0,0,0,0,0,0
2083,34,1,0,0,0,0,0,0,0
2084,13,1,0,0,0,0,0,0,0
2085,18,1,0,0,0,0,0,0,0
2086,5,1,0,0,0,0,0,0,0
2087,28,1,0,0,0,0,0,0,0
2088,20,1,0,0,0,0,0,0,0
2089,16,1,0,0,0,0,0,0,0
2090,8,1,0,0,0,0,0,0,0
2091,22,1,0,0,0,0,0,0,0
2092,10,1,0,0,0,0,0,0,0
2093,3,1,0,0,0,0,0,0,0
2094,23,1,0,0,0,0,0,0,0
2095,3,1,0,0,0,0,0,0,0
2096,10,1,0,0,0,0,0,0,0
2097,36,1,0,0,0,0,0,0,0
2098,14,1,0,0,0,0,0,0,0
2099,9,1,0,0,0,0,0,0,0
2100,16,1,0,0,0,0,0,0,0
2101,13,1,0,0,0,0,0,0,0
2102,2,1,0,0,0,0,0,0,0
2103,36,1,0,0,0,0,0,0,0
2104,7,1,0,0,0,0,0,0,0
2105,8,1,0,0,0,0,0,0,0
2106,21,1,0,0,0,0,0,0,0
2107,28,1,0,0,0,0,0,0,0
2108,17,1,0,0,0,0,0,0,0
2109,37,1,0,0,0,0,0,0,0
2110,18,1,0,0,0,0,0,0,0
2111,18,1,0,0,0,0,0,0,0
2112,12,1,0,0,0,0,0,0,0
2113,28,1,0,0,0,0,0,0,0
2114,37,1,0,0,0,0,0,0,0
2115,2,1,0,0,0,0,0,0,0
2116,19,1,0,0,0,0,0,0,0
2117,6,1,0,0,0,0,0,0,0
2118,28,1,0,0,0,0,0,0,0
2119,14,1,0,0,0,0,0,0,0
2120,10,1,0,0,0,0,0,0,0
2121,7,1,0,0,0,0,0,0,0
2122,16,1,0,0,0,0,0,0,0
2123,30,1,0,0,0,0,0,0,0
2124,23,1,0,0,0,0,0,0,0
2125,37,1,0,0,0,0,0,0,0
2126,13,1,0,0,0,0,0,0,0
2127,11,1,0,0,0,0,0,0,0
2128,8,1,0,0,0,0,0,0,0
2129,29,1,0,0,0,0,0,0,0
2130,4,1,0,0,0,0,0,0,0
2131,1,1,0,0,0,0,0,0,0
2132,18,1,0,0,0,0,0,0,0
2133,11,1,0,0,0,0,0,0,0
2134,17,1,0,0,0,0,0,0,0
2135,31,1,0,0,0,0,0,0,0
2136,9,1,0,0,0,0,0,0,0
2137,16,1,0,0,0,0,0,0,0
2138,24,1,0,0,0,0,0,0,0
2139,29,1,0,0,0,0,0,0,0
2140,30,1,0,0,0,0,0,0,0
2141,8,1,0,0,0,0,0,0,0
2142,12,1,0,0,0,0,0,0,0
2143,12,1,0,0,0,0,0,0,0
2144,23,1,0,0,0,0,0,0,0
2145,36,1,0,0,0,0,0,0,0
2146,3,1,0,0,0,0,0,0,0
2147,35,1,0,0,0,0,0,0,0
2148,12,1,0,0,0,0,0,0,0
2149,32,1,0,0,0,0,0,0,0
2150,12,1,0,0,0,0,0,0,0
2151,37,1,0,0,0,0,0,0,0
2152,16,1,0,0,0,0,0,0,0
2153,36,1,0,0,0,0,0,0,0
2154,32,1,0,0,0,0,0,0,0
2155,37,1,0,0,0,0,0,0,0
2156,4,1,0,0,0,0,0,0,0
2157,27,1,0,0,0,0,0,0,0
2158,28,1,0,0,0,0,0,0,0
2159,27,1,0,0,0,0,0,0,0
2160,17,1,0,0,0,0,0,0,0
2161,31,1,0,0,0,0,0,0,0
